DATASET_COLORSTRIP
SEPARATOR COMMA
DATASET_LABEL,superkingdom unchar
COLOR,#2E2D97
COLOR_BRANCHES,1
STRIP_WIDTH,50
DATA
uniprot_189214,#995FBC
uniprot_197154,#94CCFC
uniprot_246580,#995FBC
uniprot_130509,#BF8F6B
uniprot_244752,#995FBC
uniprot_146262,#995FBC
uniprot_220081,#995FBC
uniprot_244002,#995FBC
uniprot_128649,#995FBC
uniprot_260374,#995FBC
uniprot_257916,#94CCFC
uniprot_157692,#FF9481
uniprot_253560,#995FBC
uniprot_183772,#995FBC
uniprot_219142,#995FBC
uniprot_223379,#995FBC
uniprot_156893,#94CCFC
uniprot_217793,#995FBC
uniprot_236595,#995FBC
uniprot_179800,#995FBC
uniprot_224683,#94CCFC
uniprot_219027,#995FBC
uniprot_205595,#995FBC
uniprot_249982,#FF9481
uniprot_187547,#995FBC
uniprot_129697,#FF9536
uniprot_181076,#995FBC
uniprot_128516,#995FBC
uniprot_184668,#995FBC
uniprot_222379,#995FBC
uniprot_181651,#BEDF7C
uniprot_237166,#995FBC
uniprot_201634,#995FBC
uniprot_199628,#FF9481
uniprot_132618,#995FBC
uniprot_263179,#995FBC
uniprot_258680,#2E2D97
uniprot_221402,#995FBC
uniprot_219193,#2E2D97
uniprot_245793,#995FBC
uniprot_159072,#FF9481
uniprot_183301,#995FBC
uniprot_240892,#2E2D97
uniprot_218696,#995FBC
uniprot_187610,#995FBC
uniprot_262964,#995FBC
uniprot_208772,#995FBC
uniprot_180153,#995FBC
uniprot_151018,#995FBC
uniprot_231467,#FF9536
uniprot_145967,#FF9481
uniprot_187250,#94CCFC
uniprot_187809,#995FBC
uniprot_221475,#2E2D97
uniprot_195338,#995FBC
uniprot_168567,#995FBC
uniprot_144218,#C3CAD7
uniprot_168162,#995FBC
uniprot_230249,#2E2D97
uniprot_170063,#2E2D97
uniprot_239940,#94CCFC
uniprot_246085,#995FBC
uniprot_157386,#995FBC
uniprot_247766,#995FBC
uniprot_262616,#94CCFC
uniprot_149708,#995FBC
uniprot_190965,#2E2D97
uniprot_256437,#C3CAD7
uniprot_166306,#995FBC
uniprot_209612,#FF9481
uniprot_179697,#2E2D97
uniprot_134587,#995FBC
uniprot_183377,#FF9481
uniprot_247556,#2E2D97
uniprot_245587,#995FBC
uniprot_220370,#2E2D97
uniprot_232441,#995FBC
uniprot_199745,#995FBC
uniprot_224671,#94CCFC
uniprot_174488,#2E2D97
uniprot_204773,#995FBC
uniprot_263523,#995FBC
uniprot_219103,#995FBC
uniprot_143821,#995FBC
uniprot_169104,#995FBC
uniprot_172760,#995FBC
uniprot_205611,#995FBC
uniprot_230744,#995FBC
uniprot_166286,#995FBC
uniprot_182142,#995FBC
uniprot_196983,#995FBC
uniprot_218752,#2E2D97
uniprot_190442,#995FBC
uniprot_218721,#995FBC
uniprot_172547,#94CCFC
uniprot_168276,#995FBC
uniprot_184171,#995FBC
uniprot_258983,#995FBC
uniprot_178343,#995FBC
uniprot_129859,#995FBC
uniprot_200973,#2E2D97
uniprot_208250,#94CCFC
uniprot_151246,#995FBC
uniprot_205970,#FF9481
uniprot_228906,#995FBC
uniprot_246363,#FF9481
uniprot_177081,#2E2D97
uniprot_166547,#995FBC
uniprot_201868,#995FBC
uniprot_137485,#995FBC
uniprot_183204,#FF9481
uniprot_161383,#995FBC
uniprot_166687,#995FBC
uniprot_230037,#995FBC
uniprot_222357,#995FBC
uniprot_198306,#94CCFC
uniprot_146613,#995FBC
uniprot_141168,#FF9536
uniprot_220250,#995FBC
uniprot_236317,#995FBC
uniprot_229914,#995FBC
uniprot_237603,#995FBC
uniprot_231414,#FF9536
uniprot_176813,#995FBC
uniprot_202639,#995FBC
uniprot_161405,#FF9481
uniprot_235972,#995FBC
uniprot_201833,#995FBC
uniprot_167249,#995FBC
uniprot_244070,#C3CAD7
uniprot_184506,#FF9481
uniprot_141541,#995FBC
uniprot_130646,#BF8F6B
uniprot_243424,#995FBC
uniprot_183786,#BEDF7C
uniprot_217595,#995FBC
uniprot_266048,#995FBC
uniprot_170489,#995FBC
uniprot_149812,#FF9481
uniprot_218879,#995FBC
uniprot_194666,#995FBC
uniprot_236367,#995FBC
uniprot_253760,#995FBC
uniprot_196060,#995FBC
uniprot_130940,#995FBC
uniprot_246189,#995FBC
uniprot_207631,#995FBC
uniprot_166502,#995FBC
uniprot_217821,#995FBC
uniprot_219082,#995FBC
uniprot_163045,#2E2D97
uniprot_242946,#995FBC
uniprot_167185,#995FBC
uniprot_193793,#995FBC
uniprot_137947,#995FBC
uniprot_166181,#995FBC
uniprot_203399,#995FBC
uniprot_230210,#995FBC
uniprot_179620,#995FBC
uniprot_237620,#BEDF7C
uniprot_138660,#995FBC
uniprot_197345,#995FBC
uniprot_135967,#2E2D97
uniprot_197723,#995FBC
uniprot_265379,#995FBC
uniprot_218628,#995FBC
uniprot_152379,#995FBC
uniprot_265466,#995FBC
uniprot_259980,#94CCFC
uniprot_230109,#2E2D97
uniprot_258468,#995FBC
uniprot_202313,#995FBC
uniprot_226849,#94CCFC
uniprot_230478,#995FBC
uniprot_216077,#995FBC
uniprot_190351,#995FBC
uniprot_229544,#995FBC
uniprot_190931,#995FBC
uniprot_218661,#995FBC
uniprot_187920,#995FBC
uniprot_218827,#2E2D97
uniprot_184350,#995FBC
uniprot_239954,#94CCFC
uniprot_140214,#995FBC
uniprot_231058,#995FBC
uniprot_235167,#995FBC
uniprot_246989,#995FBC
uniprot_235132,#995FBC
uniprot_227442,#995FBC
uniprot_133608,#94CCFC
uniprot_221695,#995FBC
uniprot_170562,#995FBC
uniprot_221473,#995FBC
uniprot_245070,#2E2D97
uniprot_247463,#995FBC
uniprot_239933,#94CCFC
uniprot_166175,#995FBC
uniprot_221434,#995FBC
uniprot_245352,#FF9481
uniprot_234570,#995FBC
uniprot_217979,#995FBC
uniprot_247617,#995FBC
uniprot_244449,#995FBC
uniprot_245157,#995FBC
uniprot_223446,#995FBC
uniprot_258041,#995FBC
uniprot_190793,#995FBC
uniprot_209169,#995FBC
uniprot_129142,#94CCFC
uniprot_233546,#94CCFC
uniprot_236839,#995FBC
uniprot_261089,#FF9481
uniprot_205220,#995FBC
uniprot_147683,#94CCFC
uniprot_190697,#2E2D97
uniprot_244578,#995FBC
uniprot_253870,#995FBC
uniprot_228885,#995FBC
uniprot_166327,#FF9481
uniprot_226946,#995FBC
uniprot_131926,#995FBC
uniprot_149761,#BF8F6B
uniprot_196722,#995FBC
uniprot_235387,#995FBC
uniprot_167632,#FF9481
uniprot_192876,#FF9481
uniprot_141780,#995FBC
uniprot_187761,#995FBC
uniprot_208530,#995FBC
uniprot_244108,#995FBC
uniprot_263210,#995FBC
uniprot_190398,#995FBC
uniprot_228677,#995FBC
uniprot_219432,#2E2D97
uniprot_188848,#995FBC
uniprot_257903,#C3CAD7
uniprot_253969,#995FBC
uniprot_245419,#995FBC
uniprot_224806,#995FBC
uniprot_167233,#995FBC
uniprot_141090,#FF9481
uniprot_175520,#995FBC
uniprot_218936,#995FBC
uniprot_163349,#995FBC
uniprot_195875,#995FBC
uniprot_192810,#995FBC
uniprot_248015,#995FBC
uniprot_222110,#995FBC
uniprot_217649,#995FBC
uniprot_204980,#995FBC
uniprot_245456,#995FBC
uniprot_226365,#995FBC
uniprot_238092,#995FBC
uniprot_177215,#2E2D97
uniprot_204358,#995FBC
uniprot_221872,#995FBC
uniprot_202966,#995FBC
uniprot_244035,#995FBC
uniprot_149722,#BF8F6B
uniprot_229582,#995FBC
uniprot_247844,#995FBC
uniprot_201893,#2E2D97
uniprot_174148,#2E2D97
uniprot_238198,#995FBC
uniprot_151042,#995FBC
uniprot_216275,#995FBC
uniprot_226197,#995FBC
uniprot_133635,#FF9481
uniprot_179943,#995FBC
uniprot_244518,#995FBC
uniprot_130435,#BF8F6B
uniprot_217443,#995FBC
uniprot_199485,#FF9481
uniprot_176404,#995FBC
uniprot_134660,#94CCFC
uniprot_244916,#995FBC
uniprot_221520,#BF8F6B
uniprot_243528,#995FBC
uniprot_221544,#2E2D97
uniprot_189592,#995FBC
uniprot_190792,#2E2D97
uniprot_156267,#995FBC
uniprot_193120,#995FBC
uniprot_217110,#995FBC
uniprot_145696,#FF9481
uniprot_172191,#995FBC
uniprot_174579,#995FBC
uniprot_222969,#995FBC
uniprot_161446,#995FBC
uniprot_201256,#995FBC
uniprot_184391,#995FBC
uniprot_188090,#995FBC
uniprot_132741,#BEDF7C
uniprot_143211,#995FBC
uniprot_218770,#995FBC
uniprot_183281,#995FBC
uniprot_177174,#995FBC
uniprot_166795,#94CCFC
uniprot_245847,#995FBC
uniprot_250062,#995FBC
uniprot_185459,#995FBC
uniprot_250346,#995FBC
uniprot_218772,#2E2D97
uniprot_236253,#995FBC
uniprot_244484,#995FBC
uniprot_213740,#995FBC
uniprot_228948,#995FBC
uniprot_151224,#995FBC
uniprot_135036,#94CCFC
uniprot_159757,#995FBC
uniprot_190538,#2E2D97
uniprot_174144,#94CCFC
uniprot_137859,#995FBC
uniprot_206810,#995FBC
uniprot_140437,#FF9481
uniprot_228420,#995FBC
uniprot_195186,#995FBC
uniprot_199939,#995FBC
uniprot_132878,#995FBC
uniprot_217818,#995FBC
uniprot_130890,#995FBC
uniprot_206481,#995FBC
uniprot_235381,#995FBC
uniprot_132200,#FF9536
uniprot_202248,#995FBC
uniprot_168328,#995FBC
uniprot_172428,#94CCFC
uniprot_243599,#995FBC
uniprot_234649,#995FBC
uniprot_175237,#FF9481
uniprot_262378,#995FBC
uniprot_265211,#995FBC
uniprot_244309,#995FBC
uniprot_205061,#BEDF7C
uniprot_236270,#995FBC
uniprot_167182,#995FBC
uniprot_220129,#995FBC
uniprot_218640,#2E2D97
uniprot_195112,#94CCFC
uniprot_179978,#995FBC
uniprot_142310,#995FBC
uniprot_226416,#995FBC
uniprot_130405,#BF8F6B
uniprot_155421,#995FBC
uniprot_266102,#94CCFC
uniprot_155423,#995FBC
uniprot_250129,#2E2D97
uniprot_215926,#995FBC
uniprot_222020,#995FBC
uniprot_230430,#995FBC
uniprot_221141,#995FBC
uniprot_202799,#995FBC
uniprot_187558,#995FBC
uniprot_250247,#995FBC
uniprot_199647,#FF9536
uniprot_218997,#995FBC
uniprot_181712,#BEDF7C
uniprot_234258,#995FBC
uniprot_176575,#FF9481
uniprot_150002,#995FBC
uniprot_153072,#995FBC
uniprot_259694,#94CCFC
uniprot_219304,#995FBC
uniprot_210516,#995FBC
uniprot_262933,#995FBC
uniprot_215481,#995FBC
uniprot_245069,#995FBC
uniprot_174190,#995FBC
uniprot_224680,#94CCFC
uniprot_246604,#995FBC
uniprot_194867,#995FBC
uniprot_194876,#995FBC
uniprot_255619,#995FBC
uniprot_149256,#FF9481
uniprot_220665,#995FBC
uniprot_220304,#995FBC
uniprot_161964,#995FBC
uniprot_220149,#2E2D97
uniprot_166371,#995FBC
uniprot_246832,#995FBC
uniprot_246771,#995FBC
uniprot_141512,#995FBC
uniprot_160636,#995FBC
uniprot_250175,#2E2D97
uniprot_250339,#995FBC
uniprot_247276,#995FBC
uniprot_217993,#995FBC
uniprot_188085,#995FBC
uniprot_159106,#FF9481
uniprot_220929,#995FBC
uniprot_254097,#995FBC
uniprot_237609,#995FBC
uniprot_202729,#995FBC
uniprot_234031,#995FBC
uniprot_205213,#94CCFC
uniprot_221592,#995FBC
uniprot_152596,#995FBC
uniprot_247381,#995FBC
uniprot_185999,#995FBC
uniprot_156140,#995FBC
uniprot_239311,#995FBC
uniprot_149095,#94CCFC
uniprot_229605,#995FBC
uniprot_169968,#995FBC
uniprot_177417,#995FBC
uniprot_179785,#2E2D97
uniprot_237408,#995FBC
uniprot_247620,#94CCFC
uniprot_249917,#BEDF7C
uniprot_196869,#2E2D97
uniprot_221190,#995FBC
uniprot_235182,#995FBC
uniprot_219619,#2E2D97
uniprot_140978,#995FBC
uniprot_167655,#FF9481
uniprot_155297,#995FBC
uniprot_229330,#995FBC
uniprot_264039,#BEDF7C
uniprot_253775,#2E2D97
uniprot_219349,#2E2D97
uniprot_143252,#995FBC
uniprot_190828,#2E2D97
uniprot_202459,#2E2D97
uniprot_190462,#2E2D97
uniprot_235520,#995FBC
uniprot_129910,#BF8F6B
uniprot_192873,#995FBC
uniprot_167025,#995FBC
uniprot_199963,#FF9481
uniprot_149458,#FF9481
uniprot_190634,#995FBC
uniprot_128933,#995FBC
uniprot_260884,#94CCFC
uniprot_208029,#FF9481
uniprot_221188,#995FBC
uniprot_222530,#2E2D97
uniprot_190494,#2E2D97
uniprot_197283,#995FBC
uniprot_212757,#995FBC
uniprot_152172,#94CCFC
uniprot_136809,#995FBC
uniprot_168615,#995FBC
uniprot_229845,#995FBC
uniprot_196806,#995FBC
uniprot_179186,#995FBC
uniprot_181400,#995FBC
uniprot_225241,#2E2D97
uniprot_254268,#995FBC
uniprot_169458,#995FBC
uniprot_189574,#995FBC
uniprot_217174,#995FBC
uniprot_225544,#995FBC
uniprot_161266,#995FBC
uniprot_190314,#995FBC
uniprot_230354,#995FBC
uniprot_217247,#995FBC
uniprot_240855,#995FBC
uniprot_263101,#FF9481
uniprot_180033,#995FBC
uniprot_264148,#995FBC
uniprot_224968,#995FBC
uniprot_131927,#995FBC
uniprot_208684,#94CCFC
uniprot_128787,#FF9481
uniprot_245233,#995FBC
uniprot_245819,#995FBC
uniprot_212464,#995FBC
uniprot_217716,#995FBC
uniprot_215771,#995FBC
uniprot_234767,#995FBC
uniprot_172364,#FF9536
uniprot_196827,#995FBC
uniprot_136359,#BEDF7C
uniprot_241156,#995FBC
uniprot_205117,#995FBC
uniprot_234737,#995FBC
uniprot_208249,#995FBC
uniprot_192037,#995FBC
uniprot_231473,#995FBC
uniprot_171489,#995FBC
uniprot_231973,#94CCFC
uniprot_192606,#995FBC
uniprot_190477,#2E2D97
uniprot_227597,#FF9536
uniprot_201681,#995FBC
uniprot_228580,#995FBC
uniprot_203533,#995FBC
uniprot_239026,#FF9481
uniprot_226434,#995FBC
uniprot_220165,#995FBC
uniprot_185232,#995FBC
uniprot_192314,#995FBC
uniprot_190745,#995FBC
uniprot_221670,#995FBC
uniprot_167623,#FF9481
uniprot_197373,#995FBC
uniprot_236274,#995FBC
uniprot_179033,#995FBC
uniprot_183374,#FF9481
uniprot_153622,#995FBC
uniprot_203624,#FF9536
uniprot_177438,#995FBC
uniprot_244112,#FF9481
uniprot_216728,#995FBC
uniprot_243870,#995FBC
uniprot_246881,#995FBC
uniprot_190607,#995FBC
uniprot_223520,#995FBC
uniprot_179317,#995FBC
uniprot_263122,#BEDF7C
uniprot_219141,#995FBC
uniprot_222153,#995FBC
uniprot_231027,#995FBC
uniprot_232206,#BEDF7C
uniprot_177651,#995FBC
uniprot_154980,#995FBC
uniprot_236777,#995FBC
uniprot_145723,#FF9481
uniprot_230692,#FF9481
uniprot_217305,#2E2D97
uniprot_251224,#94CCFC
uniprot_179292,#995FBC
uniprot_250953,#995FBC
uniprot_164196,#2E2D97
uniprot_222578,#995FBC
uniprot_187662,#995FBC
uniprot_250887,#995FBC
uniprot_153810,#94CCFC
uniprot_236157,#995FBC
uniprot_207693,#995FBC
uniprot_176988,#995FBC
uniprot_128619,#995FBC
uniprot_235033,#995FBC
uniprot_203713,#995FBC
uniprot_234333,#995FBC
uniprot_190569,#995FBC
uniprot_245365,#995FBC
uniprot_161121,#995FBC
uniprot_175368,#995FBC
uniprot_263081,#BEDF7C
uniprot_142514,#FF9536
uniprot_234651,#995FBC
uniprot_247277,#995FBC
uniprot_231763,#995FBC
uniprot_225107,#94CCFC
uniprot_161480,#995FBC
uniprot_177512,#995FBC
uniprot_161577,#2E2D97
uniprot_219630,#995FBC
uniprot_246487,#995FBC
uniprot_205092,#995FBC
uniprot_263124,#FF9481
uniprot_220379,#2E2D97
uniprot_231092,#995FBC
uniprot_232537,#995FBC
uniprot_229929,#995FBC
uniprot_237275,#995FBC
uniprot_247456,#94CCFC
uniprot_195516,#995FBC
uniprot_139456,#995FBC
uniprot_220268,#2E2D97
uniprot_189747,#995FBC
uniprot_249797,#94CCFC
uniprot_169153,#BF8F6B
uniprot_238449,#995FBC
uniprot_150811,#995FBC
uniprot_229810,#995FBC
uniprot_181703,#2E2D97
uniprot_207565,#995FBC
uniprot_219019,#2E2D97
uniprot_164963,#995FBC
uniprot_153487,#995FBC
uniprot_155343,#995FBC
uniprot_185009,#995FBC
uniprot_203653,#995FBC
uniprot_145215,#94CCFC
uniprot_263121,#94CCFC
uniprot_208377,#FF9481
uniprot_228982,#C3CAD7
uniprot_176783,#995FBC
uniprot_235188,#995FBC
uniprot_187584,#995FBC
uniprot_232322,#995FBC
uniprot_192526,#995FBC
uniprot_132622,#995FBC
uniprot_243663,#995FBC
uniprot_203511,#995FBC
uniprot_172137,#995FBC
uniprot_245745,#995FBC
uniprot_175546,#995FBC
uniprot_190624,#995FBC
uniprot_246905,#995FBC
uniprot_209035,#995FBC
uniprot_165729,#995FBC
uniprot_247481,#995FBC
uniprot_184310,#995FBC
uniprot_224952,#995FBC
uniprot_228235,#995FBC
uniprot_182667,#FF9481
uniprot_190758,#2E2D97
uniprot_231564,#995FBC
uniprot_246043,#2E2D97
uniprot_162137,#995FBC
uniprot_200354,#995FBC
uniprot_183295,#995FBC
uniprot_250790,#995FBC
uniprot_200027,#995FBC
uniprot_246359,#995FBC
uniprot_129202,#995FBC
uniprot_189540,#995FBC
uniprot_238076,#995FBC
uniprot_192578,#995FBC
uniprot_263171,#995FBC
uniprot_217951,#995FBC
uniprot_173797,#995FBC
uniprot_218946,#2E2D97
uniprot_178731,#995FBC
uniprot_190400,#2E2D97
uniprot_206339,#995FBC
uniprot_220348,#995FBC
uniprot_140037,#995FBC
uniprot_245951,#C3CAD7
uniprot_167096,#995FBC
uniprot_138752,#FF9481
uniprot_224708,#94CCFC
uniprot_219266,#995FBC
uniprot_176591,#995FBC
uniprot_208609,#FF9481
uniprot_218800,#2E2D97
uniprot_208103,#995FBC
uniprot_217729,#995FBC
uniprot_190788,#2E2D97
uniprot_249887,#94CCFC
uniprot_254165,#2E2D97
uniprot_221504,#2E2D97
uniprot_170269,#995FBC
uniprot_156528,#995FBC
uniprot_146663,#FF9481
uniprot_202088,#995FBC
uniprot_250692,#995FBC
uniprot_236848,#995FBC
uniprot_209691,#94CCFC
uniprot_262381,#995FBC
uniprot_173569,#FF9481
uniprot_236592,#995FBC
uniprot_246942,#995FBC
uniprot_239453,#FF9536
uniprot_202080,#995FBC
uniprot_133479,#995FBC
uniprot_208754,#995FBC
uniprot_159275,#94CCFC
uniprot_219267,#995FBC
uniprot_133925,#995FBC
uniprot_246200,#995FBC
uniprot_177028,#995FBC
uniprot_175238,#FF9536
uniprot_228369,#FF9481
uniprot_217309,#995FBC
uniprot_245662,#995FBC
uniprot_236653,#995FBC
uniprot_193936,#995FBC
uniprot_217557,#995FBC
uniprot_224673,#94CCFC
uniprot_252767,#995FBC
uniprot_219252,#995FBC
uniprot_161521,#995FBC
uniprot_165720,#995FBC
uniprot_217604,#995FBC
uniprot_140578,#995FBC
uniprot_243527,#995FBC
uniprot_145327,#995FBC
uniprot_236621,#995FBC
uniprot_204202,#BEDF7C
uniprot_217596,#995FBC
uniprot_229891,#995FBC
uniprot_190147,#995FBC
uniprot_130182,#BF8F6B
uniprot_136876,#995FBC
uniprot_151813,#FF9481
uniprot_160818,#995FBC
uniprot_132313,#995FBC
uniprot_158852,#995FBC
uniprot_197192,#995FBC
uniprot_193843,#995FBC
uniprot_210496,#FF9481
uniprot_236230,#995FBC
uniprot_244693,#2E2D97
uniprot_140302,#995FBC
uniprot_259936,#94CCFC
uniprot_253892,#995FBC
uniprot_213322,#995FBC
uniprot_159231,#FF9536
uniprot_177395,#995FBC
uniprot_168568,#995FBC
uniprot_210348,#995FBC
uniprot_207761,#995FBC
uniprot_229389,#995FBC
uniprot_229023,#995FBC
uniprot_185619,#995FBC
uniprot_245382,#995FBC
uniprot_175645,#94CCFC
uniprot_196700,#995FBC
uniprot_187027,#94CCFC
uniprot_262315,#995FBC
uniprot_228254,#995FBC
uniprot_208748,#995FBC
uniprot_207552,#995FBC
uniprot_201635,#995FBC
uniprot_265676,#995FBC
uniprot_173192,#995FBC
uniprot_217330,#995FBC
uniprot_219036,#2E2D97
uniprot_224873,#94CCFC
uniprot_190612,#995FBC
uniprot_222386,#2E2D97
uniprot_234318,#C3CAD7
uniprot_243500,#2E2D97
uniprot_160747,#995FBC
uniprot_177539,#995FBC
uniprot_153699,#94CCFC
uniprot_149152,#94CCFC
uniprot_207084,#995FBC
uniprot_219143,#995FBC
uniprot_251078,#995FBC
uniprot_166745,#995FBC
uniprot_184325,#995FBC
uniprot_264393,#995FBC
uniprot_262402,#995FBC
uniprot_235258,#995FBC
uniprot_262776,#94CCFC
uniprot_210581,#995FBC
uniprot_255136,#C3CAD7
uniprot_245522,#995FBC
uniprot_190518,#995FBC
uniprot_205242,#995FBC
uniprot_235950,#995FBC
uniprot_244021,#995FBC
uniprot_260855,#995FBC
uniprot_203261,#995FBC
uniprot_137757,#995FBC
uniprot_210630,#995FBC
uniprot_230488,#995FBC
uniprot_140824,#995FBC
uniprot_198921,#FF9481
uniprot_244773,#995FBC
uniprot_132846,#995FBC
uniprot_219107,#995FBC
uniprot_176962,#995FBC
uniprot_216907,#995FBC
uniprot_150577,#94CCFC
uniprot_236456,#995FBC
uniprot_187144,#995FBC
uniprot_144979,#995FBC
uniprot_219202,#995FBC
uniprot_159633,#995FBC
uniprot_224704,#995FBC
uniprot_218864,#2E2D97
uniprot_154191,#FF9536
uniprot_193951,#995FBC
uniprot_183640,#FF9481
uniprot_220809,#2E2D97
uniprot_187419,#995FBC
uniprot_234736,#995FBC
uniprot_187876,#995FBC
uniprot_153824,#995FBC
uniprot_189414,#995FBC
uniprot_241594,#2E2D97
uniprot_222845,#995FBC
uniprot_177489,#94CCFC
uniprot_163128,#995FBC
uniprot_153727,#94CCFC
uniprot_152156,#FF9481
uniprot_176880,#995FBC
uniprot_247567,#995FBC
uniprot_257078,#FF9536
uniprot_138622,#995FBC
uniprot_232130,#94CCFC
uniprot_139395,#995FBC
uniprot_239340,#995FBC
uniprot_244220,#94CCFC
uniprot_263642,#995FBC
uniprot_217965,#995FBC
uniprot_263509,#995FBC
uniprot_195428,#995FBC
uniprot_234354,#995FBC
uniprot_170083,#995FBC
uniprot_150605,#FF9536
uniprot_163025,#995FBC
uniprot_156359,#94CCFC
uniprot_246443,#995FBC
uniprot_243490,#995FBC
uniprot_192234,#995FBC
uniprot_176044,#995FBC
uniprot_223442,#995FBC
uniprot_208589,#995FBC
uniprot_221477,#995FBC
uniprot_167215,#995FBC
uniprot_129414,#995FBC
uniprot_222788,#995FBC
uniprot_159240,#995FBC
uniprot_265687,#995FBC
uniprot_132451,#995FBC
uniprot_184615,#995FBC
uniprot_188948,#995FBC
uniprot_206874,#995FBC
uniprot_151724,#995FBC
uniprot_245480,#995FBC
uniprot_128506,#2E2D97
uniprot_172435,#94CCFC
uniprot_192657,#995FBC
uniprot_163356,#995FBC
uniprot_129932,#BF8F6B
uniprot_234746,#995FBC
uniprot_230512,#995FBC
uniprot_246125,#995FBC
uniprot_220435,#2E2D97
uniprot_219454,#995FBC
uniprot_198145,#995FBC
uniprot_187025,#94CCFC
uniprot_257915,#C3CAD7
uniprot_220328,#995FBC
uniprot_230466,#995FBC
uniprot_254091,#94CCFC
uniprot_203211,#995FBC
uniprot_190018,#94CCFC
uniprot_189541,#995FBC
uniprot_236951,#995FBC
uniprot_223346,#995FBC
uniprot_180173,#995FBC
uniprot_263075,#FF9481
uniprot_190482,#FF9481
uniprot_245381,#995FBC
uniprot_131375,#995FBC
uniprot_153732,#94CCFC
uniprot_162831,#995FBC
uniprot_234795,#995FBC
uniprot_237163,#995FBC
uniprot_217491,#995FBC
uniprot_221982,#995FBC
uniprot_209753,#FF9481
uniprot_137629,#995FBC
uniprot_159001,#BF8F6B
uniprot_156946,#995FBC
uniprot_159534,#995FBC
uniprot_262984,#995FBC
uniprot_245416,#995FBC
uniprot_185913,#FF9481
uniprot_150242,#995FBC
uniprot_243804,#FF9481
uniprot_183346,#94CCFC
uniprot_264876,#995FBC
uniprot_133011,#2E2D97
uniprot_190698,#995FBC
uniprot_221915,#995FBC
uniprot_262957,#94CCFC
uniprot_208733,#995FBC
uniprot_246314,#995FBC
uniprot_250843,#2E2D97
uniprot_250761,#995FBC
uniprot_218780,#2E2D97
uniprot_259437,#94CCFC
uniprot_221218,#995FBC
uniprot_243693,#995FBC
uniprot_205361,#995FBC
uniprot_243642,#995FBC
uniprot_221422,#995FBC
uniprot_148804,#995FBC
uniprot_170226,#C3CAD7
uniprot_193966,#995FBC
uniprot_137815,#2E2D97
uniprot_239549,#94CCFC
uniprot_263252,#995FBC
uniprot_192999,#995FBC
uniprot_132440,#995FBC
uniprot_220979,#995FBC
uniprot_162840,#995FBC
uniprot_262345,#995FBC
uniprot_160701,#995FBC
uniprot_198002,#995FBC
uniprot_153898,#995FBC
uniprot_208380,#FF9481
uniprot_180040,#995FBC
uniprot_165577,#995FBC
uniprot_198376,#995FBC
uniprot_173510,#995FBC
uniprot_198819,#FF9481
uniprot_185427,#995FBC
uniprot_182247,#995FBC
uniprot_205021,#995FBC
uniprot_250893,#995FBC
uniprot_195908,#995FBC
uniprot_155498,#995FBC
uniprot_220551,#995FBC
uniprot_205682,#995FBC
uniprot_222413,#995FBC
uniprot_216760,#995FBC
uniprot_181247,#995FBC
uniprot_179771,#2E2D97
uniprot_219230,#995FBC
uniprot_160662,#995FBC
uniprot_204645,#995FBC
uniprot_219037,#995FBC
uniprot_217354,#FF9536
uniprot_243460,#995FBC
uniprot_221991,#995FBC
uniprot_155375,#995FBC
uniprot_189391,#995FBC
uniprot_253724,#995FBC
uniprot_236684,#995FBC
uniprot_265036,#995FBC
uniprot_130067,#BF8F6B
uniprot_210732,#995FBC
uniprot_155428,#2E2D97
uniprot_253808,#2E2D97
uniprot_162186,#995FBC
uniprot_149061,#94CCFC
uniprot_188482,#995FBC
uniprot_210739,#995FBC
uniprot_236746,#995FBC
uniprot_130085,#BF8F6B
uniprot_231426,#995FBC
uniprot_188940,#995FBC
uniprot_136400,#995FBC
uniprot_137290,#995FBC
uniprot_191864,#995FBC
uniprot_233449,#FF9536
uniprot_204044,#94CCFC
uniprot_254371,#BEDF7C
uniprot_265489,#995FBC
uniprot_234635,#995FBC
uniprot_250419,#995FBC
uniprot_251335,#995FBC
uniprot_231840,#94CCFC
uniprot_236834,#995FBC
uniprot_139491,#995FBC
uniprot_130645,#BF8F6B
uniprot_243606,#995FBC
uniprot_160961,#995FBC
uniprot_246734,#995FBC
uniprot_235205,#995FBC
uniprot_214233,#995FBC
uniprot_205039,#BEDF7C
uniprot_259566,#94CCFC
uniprot_183211,#FF9481
uniprot_180114,#995FBC
uniprot_203976,#FF9481
uniprot_139225,#995FBC
uniprot_165518,#995FBC
uniprot_247307,#995FBC
uniprot_167334,#94CCFC
uniprot_205891,#BEDF7C
uniprot_189381,#995FBC
uniprot_174205,#995FBC
uniprot_234735,#995FBC
uniprot_205071,#BEDF7C
uniprot_176434,#C3CAD7
uniprot_217624,#995FBC
uniprot_256477,#C3CAD7
uniprot_244890,#995FBC
uniprot_247358,#995FBC
uniprot_133885,#995FBC
uniprot_252292,#995FBC
uniprot_172040,#995FBC
uniprot_229735,#995FBC
uniprot_235976,#995FBC
uniprot_230648,#995FBC
uniprot_179298,#995FBC
uniprot_234464,#995FBC
uniprot_190924,#2E2D97
uniprot_245729,#995FBC
uniprot_166332,#995FBC
uniprot_190614,#995FBC
uniprot_231801,#995FBC
uniprot_217928,#995FBC
uniprot_173184,#995FBC
uniprot_141155,#FF9536
