DATASET_COLORSTRIP
SEPARATOR COMMA
DATASET_LABEL,superkingdom unchar
COLOR,#2E2D97
COLOR_BRANCHES,1
STRIP_WIDTH,50
DATA
mgnify_new_023337,#BF8F6B
mgnify_new_036793,#BF8F6B
mgnify_new_016449,#BF8F6B
mgnify_new_017523,#BF8F6B
mgnify_new_013276,#BF8F6B
mgnify_new_004234,#BF8F6B
mgnify_new_006519,#BF8F6B
mgnify_new_046695,#BF8F6B
mgnify_new_185379,#BF8F6B
mgnify_new_029063,#BF8F6B
mgnify_new_017608,#BF8F6B
mgnify_new_003679,#BF8F6B
mgnify_new_007013,#BF8F6B
mgnify_new_044184,#BF8F6B
mgnify_new_012001,#BF8F6B
mgnify_new_019296,#BF8F6B
mgnify_new_032780,#BF8F6B
mgnify_new_130047,#BF8F6B
mgnify_new_162549,#BF8F6B
mgnify_new_037685,#BF8F6B
mgnify_new_022998,#BF8F6B
mgnify_new_010628,#BF8F6B
mgnify_new_016364,#BF8F6B
mgnify_new_061692,#BF8F6B
mgnify_new_050094,#BF8F6B
mgnify_new_002901,#BF8F6B
mgnify_new_017354,#BF8F6B
mgnify_new_039991,#BF8F6B
mgnify_new_103800,#BF8F6B
mgnify_new_016399,#BF8F6B
mgnify_new_045719,#BF8F6B
mgnify_new_191523,#BF8F6B
mgnify_new_031870,#BF8F6B
mgnify_new_050303,#BF8F6B
mgnify_new_031568,#BF8F6B
mgnify_new_026017,#BF8F6B
mgnify_new_040878,#BF8F6B
mgnify_new_124972,#BF8F6B
mgnify_new_041848,#BF8F6B
mgnify_new_024171,#BF8F6B
mgnify_new_010464,#BF8F6B
mgnify_new_017689,#BF8F6B
mgnify_new_002103,#BF8F6B
mgnify_new_003248,#BF8F6B
mgnify_new_016379,#BF8F6B
mgnify_new_052603,#BF8F6B
mgnify_new_042951,#BF8F6B
mgnify_new_001557,#BF8F6B
mgnify_new_013800,#BF8F6B
mgnify_new_016163,#BF8F6B
mgnify_new_020240,#BF8F6B
mgnify_new_028280,#BF8F6B
mgnify_new_034274,#BF8F6B
mgnify_new_038841,#BF8F6B
mgnify_new_038252,#BF8F6B
mgnify_new_016740,#BF8F6B
mgnify_new_187923,#BF8F6B
mgnify_new_005554,#BF8F6B
mgnify_new_011848,#BF8F6B
mgnify_new_017331,#BF8F6B
mgnify_new_011574,#BF8F6B
mgnify_new_023595,#BF8F6B
mgnify_new_035210,#BF8F6B
mgnify_new_022171,#BF8F6B
mgnify_new_129188,#BF8F6B
mgnify_new_037791,#BF8F6B
mgnify_new_005317,#BF8F6B
mgnify_new_035099,#BF8F6B
mgnify_new_023193,#BF8F6B
mgnify_new_035669,#BF8F6B
mgnify_new_002459,#BF8F6B
mgnify_new_027430,#BF8F6B
mgnify_new_027305,#BF8F6B
mgnify_new_035360,#BF8F6B
mgnify_new_050583,#BF8F6B
mgnify_new_014550,#BF8F6B
mgnify_new_026096,#BF8F6B
mgnify_new_049803,#BF8F6B
mgnify_new_015861,#BF8F6B
mgnify_new_009409,#BF8F6B
mgnify_new_046508,#BF8F6B
mgnify_new_024370,#BF8F6B
mgnify_new_002276,#BF8F6B
mgnify_new_036678,#BF8F6B
mgnify_new_012315,#BF8F6B
mgnify_new_037562,#BF8F6B
mgnify_new_029558,#BF8F6B
mgnify_new_011913,#BF8F6B
mgnify_new_022681,#BF8F6B
mgnify_new_039121,#BF8F6B
mgnify_new_002637,#BF8F6B
mgnify_new_009001,#BF8F6B
mgnify_new_042330,#BF8F6B
mgnify_new_030771,#BF8F6B
mgnify_new_012802,#BF8F6B
mgnify_new_038387,#BF8F6B
mgnify_new_021389,#BF8F6B
mgnify_new_022270,#BF8F6B
mgnify_new_021420,#BF8F6B
mgnify_new_005808,#BF8F6B
mgnify_new_017107,#BF8F6B
mgnify_new_019798,#BF8F6B
mgnify_new_034320,#BF8F6B
mgnify_new_013803,#BF8F6B
mgnify_new_000610,#BF8F6B
mgnify_new_035369,#BF8F6B
mgnify_new_013467,#BF8F6B
mgnify_new_032073,#BF8F6B
mgnify_new_013134,#BF8F6B
mgnify_new_051894,#BF8F6B
mgnify_new_032621,#BF8F6B
mgnify_new_025719,#BF8F6B
mgnify_new_019399,#BF8F6B
mgnify_new_032435,#BF8F6B
mgnify_new_040612,#BF8F6B
mgnify_new_000115,#BF8F6B
mgnify_new_013986,#BF8F6B
mgnify_new_046895,#BF8F6B
mgnify_new_039394,#BF8F6B
mgnify_new_024741,#BF8F6B
mgnify_new_002213,#BF8F6B
mgnify_new_022749,#BF8F6B
mgnify_new_051710,#BF8F6B
mgnify_new_017102,#BF8F6B
mgnify_new_031946,#BF8F6B
mgnify_new_047216,#BF8F6B
mgnify_new_032618,#BF8F6B
mgnify_new_046192,#BF8F6B
mgnify_new_038176,#BF8F6B
mgnify_new_028469,#BF8F6B
mgnify_new_017151,#BF8F6B
mgnify_new_040069,#BF8F6B
mgnify_new_127995,#BF8F6B
mgnify_new_006815,#BF8F6B
mgnify_new_042199,#BF8F6B
mgnify_new_050673,#BF8F6B
mgnify_new_013863,#BF8F6B
mgnify_new_169084,#BF8F6B
mgnify_new_018926,#BF8F6B
mgnify_new_040677,#BF8F6B
mgnify_new_021282,#BF8F6B
mgnify_new_003740,#BF8F6B
mgnify_new_027505,#BF8F6B
mgnify_new_004609,#BF8F6B
mgnify_new_032802,#BF8F6B
mgnify_new_007307,#BF8F6B
mgnify_new_004582,#BF8F6B
mgnify_new_041582,#BF8F6B
mgnify_new_022186,#BF8F6B
mgnify_new_029231,#BF8F6B
mgnify_new_045363,#BF8F6B
mgnify_new_025145,#BF8F6B
mgnify_new_004791,#BF8F6B
mgnify_new_162451,#BF8F6B
mgnify_new_007115,#BF8F6B
mgnify_new_003851,#BF8F6B
mgnify_new_015353,#BF8F6B
mgnify_new_001774,#BF8F6B
mgnify_new_051495,#BF8F6B
mgnify_new_039815,#BF8F6B
mgnify_new_002161,#BF8F6B
mgnify_new_023082,#BF8F6B
mgnify_new_034750,#BF8F6B
mgnify_new_000626,#BF8F6B
mgnify_new_029828,#BF8F6B
mgnify_new_024695,#BF8F6B
mgnify_new_027131,#BF8F6B
mgnify_new_071815,#BF8F6B
mgnify_new_150237,#BF8F6B
mgnify_new_046089,#BF8F6B
mgnify_new_209685,#BF8F6B
mgnify_new_018458,#BF8F6B
mgnify_new_030524,#BF8F6B
mgnify_new_009593,#BF8F6B
mgnify_new_029036,#BF8F6B
mgnify_new_005384,#BF8F6B
mgnify_new_006818,#BF8F6B
mgnify_new_017295,#BF8F6B
mgnify_new_051430,#BF8F6B
mgnify_new_002603,#BF8F6B
mgnify_new_196839,#BF8F6B
mgnify_new_048586,#BF8F6B
mgnify_new_020614,#BF8F6B
mgnify_new_000174,#BF8F6B
mgnify_new_014509,#BF8F6B
mgnify_new_023978,#BF8F6B
mgnify_new_004685,#BF8F6B
mgnify_new_033688,#BF8F6B
mgnify_new_001798,#BF8F6B
mgnify_new_025055,#BF8F6B
mgnify_new_033861,#BF8F6B
mgnify_new_018303,#BF8F6B
mgnify_new_017320,#BF8F6B
mgnify_new_046556,#BF8F6B
mgnify_new_004135,#BF8F6B
mgnify_new_012763,#BF8F6B
mgnify_new_044122,#BF8F6B
mgnify_new_007272,#BF8F6B
mgnify_new_019078,#BF8F6B
mgnify_new_041502,#BF8F6B
mgnify_new_034661,#BF8F6B
mgnify_new_015189,#BF8F6B
mgnify_new_006956,#BF8F6B
mgnify_new_034044,#BF8F6B
mgnify_new_012249,#BF8F6B
mgnify_new_032998,#BF8F6B
mgnify_new_146865,#BF8F6B
mgnify_new_029165,#BF8F6B
mgnify_new_046734,#BF8F6B
mgnify_new_046564,#BF8F6B
mgnify_new_013262,#BF8F6B
mgnify_new_051514,#BF8F6B
mgnify_new_001192,#BF8F6B
mgnify_new_026325,#BF8F6B
mgnify_new_002465,#BF8F6B
mgnify_new_047530,#BF8F6B
mgnify_new_020271,#BF8F6B
mgnify_new_009866,#BF8F6B
mgnify_new_176387,#BF8F6B
mgnify_new_051768,#BF8F6B
mgnify_new_007787,#BF8F6B
mgnify_new_049346,#BF8F6B
mgnify_new_012678,#BF8F6B
mgnify_new_027159,#BF8F6B
mgnify_new_049874,#BF8F6B
mgnify_new_198480,#BF8F6B
mgnify_new_038625,#BF8F6B
mgnify_new_016699,#BF8F6B
mgnify_new_011036,#BF8F6B
mgnify_new_038804,#BF8F6B
mgnify_new_003097,#BF8F6B
mgnify_new_016212,#BF8F6B
mgnify_new_047432,#BF8F6B
mgnify_new_026349,#BF8F6B
mgnify_new_010931,#BF8F6B
mgnify_new_005276,#BF8F6B
mgnify_new_037661,#BF8F6B
mgnify_new_019860,#BF8F6B
mgnify_new_038784,#BF8F6B
mgnify_new_153024,#BF8F6B
mgnify_new_044951,#BF8F6B
mgnify_new_019386,#BF8F6B
mgnify_new_047278,#BF8F6B
mgnify_new_039963,#BF8F6B
mgnify_new_046829,#BF8F6B
mgnify_new_007577,#BF8F6B
mgnify_new_003996,#BF8F6B
mgnify_new_045203,#BF8F6B
mgnify_new_185743,#BF8F6B
mgnify_new_003899,#BF8F6B
mgnify_new_035598,#BF8F6B
mgnify_new_019230,#BF8F6B
mgnify_new_026929,#BF8F6B
mgnify_new_004879,#BF8F6B
mgnify_new_006102,#BF8F6B
mgnify_new_017177,#BF8F6B
mgnify_new_014305,#BF8F6B
mgnify_new_020167,#BF8F6B
mgnify_new_005097,#BF8F6B
mgnify_new_019987,#BF8F6B
mgnify_new_036186,#BF8F6B
mgnify_new_031902,#BF8F6B
mgnify_new_041078,#BF8F6B
mgnify_new_044265,#BF8F6B
mgnify_new_035855,#BF8F6B
mgnify_new_038421,#BF8F6B
mgnify_new_033454,#BF8F6B
mgnify_new_008293,#BF8F6B
mgnify_new_013741,#BF8F6B
mgnify_new_119366,#BF8F6B
mgnify_new_016493,#BF8F6B
mgnify_new_021221,#BF8F6B
mgnify_new_000222,#BF8F6B
mgnify_new_043753,#BF8F6B
mgnify_new_037778,#BF8F6B
mgnify_new_031487,#BF8F6B
mgnify_new_048009,#BF8F6B
mgnify_new_019449,#BF8F6B
mgnify_new_000765,#BF8F6B
mgnify_new_002054,#BF8F6B
mgnify_new_027189,#BF8F6B
mgnify_new_012419,#BF8F6B
mgnify_new_040608,#BF8F6B
mgnify_new_039448,#BF8F6B
mgnify_new_017773,#BF8F6B
mgnify_new_151248,#BF8F6B
mgnify_new_035499,#BF8F6B
mgnify_new_147408,#BF8F6B
mgnify_new_021241,#BF8F6B
mgnify_new_027298,#BF8F6B
mgnify_new_031577,#BF8F6B
mgnify_new_040472,#BF8F6B
mgnify_new_009543,#BF8F6B
mgnify_new_006422,#BF8F6B
mgnify_new_034536,#BF8F6B
mgnify_new_033407,#BF8F6B
mgnify_new_002857,#BF8F6B
mgnify_new_018110,#BF8F6B
mgnify_new_045138,#BF8F6B
mgnify_new_006869,#BF8F6B
mgnify_new_005217,#BF8F6B
mgnify_new_012766,#BF8F6B
mgnify_new_014997,#BF8F6B
mgnify_new_007099,#BF8F6B
mgnify_new_004058,#BF8F6B
mgnify_new_029270,#BF8F6B
mgnify_new_018245,#BF8F6B
mgnify_new_042025,#BF8F6B
mgnify_new_041571,#BF8F6B
mgnify_new_020137,#BF8F6B
mgnify_new_031832,#BF8F6B
mgnify_new_019608,#BF8F6B
mgnify_new_014025,#BF8F6B
mgnify_new_044248,#BF8F6B
mgnify_new_005252,#BF8F6B
mgnify_new_012416,#BF8F6B
mgnify_new_031988,#BF8F6B
mgnify_new_004494,#BF8F6B
mgnify_new_003592,#BF8F6B
mgnify_new_004116,#BF8F6B
mgnify_new_029407,#BF8F6B
mgnify_new_050878,#BF8F6B
mgnify_new_026266,#BF8F6B
mgnify_new_006938,#BF8F6B
mgnify_new_022843,#BF8F6B
mgnify_new_005549,#BF8F6B
mgnify_new_095407,#BF8F6B
mgnify_new_093564,#BF8F6B
mgnify_new_013099,#BF8F6B
mgnify_new_044480,#BF8F6B
mgnify_new_044484,#BF8F6B
mgnify_new_028600,#BF8F6B
mgnify_new_006518,#BF8F6B
mgnify_new_041338,#BF8F6B
mgnify_new_017777,#BF8F6B
mgnify_new_015120,#BF8F6B
mgnify_new_016794,#BF8F6B
mgnify_new_007496,#BF8F6B
mgnify_new_097182,#BF8F6B
mgnify_new_026636,#BF8F6B
mgnify_new_012193,#BF8F6B
mgnify_new_025125,#BF8F6B
mgnify_new_108430,#BF8F6B
mgnify_new_021280,#BF8F6B
mgnify_new_028967,#BF8F6B
mgnify_new_024716,#BF8F6B
mgnify_new_033739,#BF8F6B
mgnify_new_049851,#BF8F6B
mgnify_new_034681,#BF8F6B
mgnify_new_012422,#BF8F6B
mgnify_new_038473,#BF8F6B
mgnify_new_003649,#BF8F6B
mgnify_new_026514,#BF8F6B
mgnify_new_005081,#BF8F6B
mgnify_new_154489,#BF8F6B
mgnify_new_018588,#BF8F6B
mgnify_new_036051,#BF8F6B
mgnify_new_028395,#BF8F6B
mgnify_new_014977,#BF8F6B
mgnify_new_031278,#BF8F6B
mgnify_new_045930,#BF8F6B
mgnify_new_029182,#BF8F6B
mgnify_new_030397,#BF8F6B
mgnify_new_036285,#BF8F6B
mgnify_new_034238,#BF8F6B
mgnify_new_012087,#BF8F6B
mgnify_new_151691,#BF8F6B
mgnify_new_026805,#BF8F6B
mgnify_new_095553,#BF8F6B
mgnify_new_175628,#BF8F6B
mgnify_new_009044,#BF8F6B
mgnify_new_050842,#BF8F6B
mgnify_new_020967,#BF8F6B
mgnify_new_024211,#BF8F6B
mgnify_new_029864,#BF8F6B
mgnify_new_072051,#BF8F6B
mgnify_new_018897,#BF8F6B
mgnify_new_051556,#BF8F6B
mgnify_new_026568,#BF8F6B
mgnify_new_050641,#BF8F6B
mgnify_new_125437,#BF8F6B
mgnify_new_037581,#BF8F6B
mgnify_new_008661,#BF8F6B
mgnify_new_037022,#BF8F6B
mgnify_new_051380,#BF8F6B
mgnify_new_001534,#BF8F6B
mgnify_new_020059,#BF8F6B
mgnify_new_044230,#BF8F6B
mgnify_new_046893,#BF8F6B
mgnify_new_124799,#BF8F6B
mgnify_new_001956,#BF8F6B
mgnify_new_038549,#BF8F6B
mgnify_new_029615,#BF8F6B
mgnify_new_040633,#BF8F6B
mgnify_new_033193,#BF8F6B
mgnify_new_004747,#BF8F6B
mgnify_new_043446,#BF8F6B
mgnify_new_052300,#BF8F6B
mgnify_new_008553,#BF8F6B
mgnify_new_004052,#BF8F6B
mgnify_new_031884,#BF8F6B
mgnify_new_007588,#BF8F6B
mgnify_new_008971,#BF8F6B
mgnify_new_051656,#BF8F6B
mgnify_new_005967,#BF8F6B
mgnify_new_028962,#BF8F6B
mgnify_new_026793,#BF8F6B
mgnify_new_003539,#BF8F6B
mgnify_new_043207,#BF8F6B
mgnify_new_048253,#BF8F6B
mgnify_new_038301,#BF8F6B
mgnify_new_005017,#BF8F6B
mgnify_new_051428,#BF8F6B
mgnify_new_045987,#BF8F6B
mgnify_new_033348,#BF8F6B
mgnify_new_010670,#BF8F6B
mgnify_new_012159,#BF8F6B
mgnify_new_000889,#BF8F6B
mgnify_new_048552,#BF8F6B
mgnify_new_001802,#BF8F6B
mgnify_new_038271,#BF8F6B
mgnify_new_000073,#BF8F6B
mgnify_new_002647,#BF8F6B
mgnify_new_021469,#BF8F6B
mgnify_new_023157,#BF8F6B
mgnify_new_012252,#BF8F6B
mgnify_new_015939,#BF8F6B
mgnify_new_019869,#BF8F6B
mgnify_new_037654,#BF8F6B
mgnify_new_051672,#BF8F6B
mgnify_new_002705,#BF8F6B
mgnify_new_045097,#BF8F6B
mgnify_new_041425,#BF8F6B
mgnify_new_038347,#BF8F6B
mgnify_new_026095,#BF8F6B
mgnify_new_030816,#BF8F6B
mgnify_new_048936,#BF8F6B
mgnify_new_008196,#BF8F6B
mgnify_new_019153,#BF8F6B
mgnify_new_004436,#BF8F6B
mgnify_new_036587,#BF8F6B
mgnify_new_010882,#BF8F6B
mgnify_new_011089,#BF8F6B
mgnify_new_043571,#BF8F6B
mgnify_new_042963,#BF8F6B
mgnify_new_034755,#BF8F6B
mgnify_new_029497,#BF8F6B
mgnify_new_034085,#BF8F6B
mgnify_new_006870,#BF8F6B
mgnify_new_023224,#BF8F6B
mgnify_new_044892,#BF8F6B
mgnify_new_044100,#BF8F6B
mgnify_new_014567,#BF8F6B
mgnify_new_048237,#BF8F6B
mgnify_new_181592,#BF8F6B
mgnify_new_023321,#BF8F6B
mgnify_new_009559,#BF8F6B
mgnify_new_017238,#BF8F6B
mgnify_new_014583,#BF8F6B
mgnify_new_004827,#BF8F6B
mgnify_new_044313,#BF8F6B
mgnify_new_008367,#BF8F6B
mgnify_new_028496,#BF8F6B
mgnify_new_029535,#BF8F6B
mgnify_new_018340,#BF8F6B
mgnify_new_004613,#BF8F6B
mgnify_new_030272,#BF8F6B
mgnify_new_016302,#BF8F6B
mgnify_new_038302,#BF8F6B
mgnify_new_030640,#BF8F6B
mgnify_new_019770,#BF8F6B
mgnify_new_017278,#BF8F6B
mgnify_new_030670,#BF8F6B
mgnify_new_030395,#BF8F6B
mgnify_new_013314,#BF8F6B
mgnify_new_043488,#BF8F6B
mgnify_new_032036,#BF8F6B
mgnify_new_049340,#BF8F6B
mgnify_new_037271,#BF8F6B
mgnify_new_050781,#BF8F6B
mgnify_new_009601,#BF8F6B
mgnify_new_049242,#BF8F6B
mgnify_new_012359,#BF8F6B
mgnify_new_003052,#BF8F6B
mgnify_new_014649,#BF8F6B
mgnify_new_049562,#BF8F6B
mgnify_new_022977,#BF8F6B
mgnify_new_018185,#BF8F6B
mgnify_new_037028,#BF8F6B
mgnify_new_052452,#BF8F6B
mgnify_new_010602,#BF8F6B
mgnify_new_157279,#BF8F6B
mgnify_new_031354,#BF8F6B
mgnify_new_008271,#BF8F6B
mgnify_new_022468,#BF8F6B
mgnify_new_033899,#BF8F6B
mgnify_new_016469,#BF8F6B
mgnify_new_006821,#BF8F6B
mgnify_new_043795,#BF8F6B
mgnify_new_022221,#BF8F6B
mgnify_new_037637,#BF8F6B
mgnify_new_034860,#BF8F6B
mgnify_new_052139,#BF8F6B
mgnify_new_171125,#BF8F6B
mgnify_new_038552,#BF8F6B
mgnify_new_018522,#BF8F6B
mgnify_new_043077,#BF8F6B
mgnify_new_056075,#BF8F6B
mgnify_new_032022,#BF8F6B
mgnify_new_044014,#BF8F6B
mgnify_new_031675,#BF8F6B
mgnify_new_044118,#BF8F6B
mgnify_new_049976,#BF8F6B
mgnify_new_000372,#BF8F6B
mgnify_new_005320,#BF8F6B
mgnify_new_040548,#BF8F6B
mgnify_new_024301,#BF8F6B
mgnify_new_003856,#BF8F6B
mgnify_new_000615,#BF8F6B
mgnify_new_046466,#BF8F6B
mgnify_new_005566,#BF8F6B
mgnify_new_010395,#BF8F6B
mgnify_new_051110,#BF8F6B
mgnify_new_031250,#BF8F6B
mgnify_new_009477,#BF8F6B
mgnify_new_030059,#BF8F6B
mgnify_new_029499,#BF8F6B
mgnify_new_026451,#BF8F6B
mgnify_new_018749,#BF8F6B
mgnify_new_002887,#BF8F6B
mgnify_new_022666,#BF8F6B
mgnify_new_030625,#BF8F6B
mgnify_new_051761,#BF8F6B
mgnify_new_007299,#BF8F6B
mgnify_new_021432,#BF8F6B
mgnify_new_014735,#BF8F6B
mgnify_new_026522,#BF8F6B
mgnify_new_035927,#BF8F6B
mgnify_new_034170,#BF8F6B
mgnify_new_048987,#BF8F6B
mgnify_new_000824,#BF8F6B
mgnify_new_050918,#BF8F6B
mgnify_new_045640,#BF8F6B
mgnify_new_089563,#BF8F6B
mgnify_new_039631,#BF8F6B
mgnify_new_017349,#BF8F6B
mgnify_new_031745,#BF8F6B
mgnify_new_015465,#BF8F6B
mgnify_new_017392,#BF8F6B
mgnify_new_017897,#BF8F6B
mgnify_new_170090,#BF8F6B
mgnify_new_013322,#BF8F6B
mgnify_new_022897,#BF8F6B
mgnify_new_028004,#BF8F6B
mgnify_new_003183,#BF8F6B
mgnify_new_041771,#BF8F6B
mgnify_new_015048,#BF8F6B
mgnify_new_049001,#BF8F6B
mgnify_new_159636,#BF8F6B
mgnify_new_042796,#BF8F6B
mgnify_new_018198,#BF8F6B
mgnify_new_000807,#BF8F6B
mgnify_new_052308,#BF8F6B
mgnify_new_036006,#BF8F6B
mgnify_new_015413,#BF8F6B
mgnify_new_011367,#BF8F6B
mgnify_new_012958,#BF8F6B
mgnify_new_173289,#BF8F6B
mgnify_new_019840,#BF8F6B
mgnify_new_138222,#BF8F6B
mgnify_new_044538,#BF8F6B
mgnify_new_030251,#BF8F6B
mgnify_new_103316,#BF8F6B
mgnify_new_016200,#BF8F6B
mgnify_new_023925,#BF8F6B
mgnify_new_007636,#BF8F6B
mgnify_new_046419,#BF8F6B
mgnify_new_022692,#BF8F6B
mgnify_new_047707,#BF8F6B
mgnify_new_031572,#BF8F6B
mgnify_new_009224,#BF8F6B
mgnify_new_006740,#BF8F6B
mgnify_new_019738,#BF8F6B
mgnify_new_052219,#BF8F6B
mgnify_new_049514,#BF8F6B
mgnify_new_034570,#BF8F6B
mgnify_new_021659,#BF8F6B
mgnify_new_030001,#BF8F6B
mgnify_new_011442,#BF8F6B
mgnify_new_022020,#BF8F6B
mgnify_new_078972,#BF8F6B
mgnify_new_016421,#BF8F6B
mgnify_new_050181,#BF8F6B
mgnify_new_004394,#BF8F6B
mgnify_new_022563,#BF8F6B
mgnify_new_046128,#BF8F6B
mgnify_new_003570,#BF8F6B
mgnify_new_008912,#BF8F6B
mgnify_new_049177,#BF8F6B
mgnify_new_049254,#BF8F6B
mgnify_new_010393,#BF8F6B
mgnify_new_022632,#BF8F6B
mgnify_new_018122,#BF8F6B
mgnify_new_041847,#BF8F6B
mgnify_new_028376,#BF8F6B
mgnify_new_045795,#BF8F6B
mgnify_new_013127,#BF8F6B
mgnify_new_028372,#BF8F6B
mgnify_new_026117,#BF8F6B
mgnify_new_003595,#BF8F6B
mgnify_new_043403,#BF8F6B
mgnify_new_016479,#BF8F6B
mgnify_new_045456,#BF8F6B
mgnify_new_014751,#BF8F6B
mgnify_new_018483,#BF8F6B
mgnify_new_011176,#BF8F6B
mgnify_new_023236,#BF8F6B
mgnify_new_026026,#BF8F6B
mgnify_new_032465,#BF8F6B
mgnify_new_021331,#BF8F6B
mgnify_new_021455,#BF8F6B
mgnify_new_003386,#BF8F6B
mgnify_new_052538,#BF8F6B
mgnify_new_006752,#BF8F6B
mgnify_new_035068,#BF8F6B
mgnify_new_001056,#BF8F6B
mgnify_new_000522,#BF8F6B
mgnify_new_001129,#BF8F6B
mgnify_new_052070,#BF8F6B
mgnify_new_016325,#BF8F6B
mgnify_new_013362,#BF8F6B
mgnify_new_146802,#BF8F6B
mgnify_new_178284,#BF8F6B
mgnify_new_048263,#BF8F6B
mgnify_new_044598,#BF8F6B
mgnify_new_014038,#BF8F6B
mgnify_new_142126,#BF8F6B
mgnify_new_027722,#BF8F6B
mgnify_new_014168,#BF8F6B
mgnify_new_044077,#BF8F6B
mgnify_new_006757,#BF8F6B
mgnify_new_113704,#BF8F6B
mgnify_new_000157,#BF8F6B
mgnify_new_005219,#BF8F6B
mgnify_new_047916,#BF8F6B
mgnify_new_049400,#BF8F6B
mgnify_new_134060,#BF8F6B
mgnify_new_030225,#BF8F6B
mgnify_new_048668,#BF8F6B
mgnify_new_037985,#BF8F6B
mgnify_new_019485,#BF8F6B
mgnify_new_049027,#BF8F6B
mgnify_new_038068,#BF8F6B
mgnify_new_022973,#BF8F6B
mgnify_new_016669,#BF8F6B
mgnify_new_025319,#BF8F6B
mgnify_new_007224,#BF8F6B
mgnify_new_010446,#BF8F6B
mgnify_new_033950,#BF8F6B
mgnify_new_029439,#BF8F6B
mgnify_new_031302,#BF8F6B
mgnify_new_012378,#BF8F6B
mgnify_new_024612,#BF8F6B
mgnify_new_018201,#BF8F6B
mgnify_new_005940,#BF8F6B
mgnify_new_004104,#BF8F6B
mgnify_new_014177,#BF8F6B
mgnify_new_028812,#BF8F6B
mgnify_new_007611,#BF8F6B
mgnify_new_010899,#BF8F6B
mgnify_new_018870,#BF8F6B
mgnify_new_002102,#BF8F6B
mgnify_new_038757,#BF8F6B
mgnify_new_025632,#BF8F6B
mgnify_new_021704,#BF8F6B
mgnify_new_073498,#BF8F6B
mgnify_new_044212,#BF8F6B
mgnify_new_025697,#BF8F6B
mgnify_new_012099,#BF8F6B
mgnify_new_028181,#BF8F6B
mgnify_new_022255,#BF8F6B
mgnify_new_046136,#BF8F6B
mgnify_new_050468,#BF8F6B
mgnify_new_018914,#BF8F6B
mgnify_new_007781,#BF8F6B
mgnify_new_007172,#BF8F6B
mgnify_new_044290,#BF8F6B
mgnify_new_015505,#BF8F6B
mgnify_new_024396,#BF8F6B
mgnify_new_003862,#BF8F6B
mgnify_new_046811,#BF8F6B
mgnify_new_022397,#BF8F6B
mgnify_new_022315,#BF8F6B
mgnify_new_017533,#BF8F6B
mgnify_new_001403,#BF8F6B
mgnify_new_047869,#BF8F6B
mgnify_new_019837,#BF8F6B
mgnify_new_009765,#BF8F6B
mgnify_new_042435,#BF8F6B
mgnify_new_033349,#BF8F6B
mgnify_new_148987,#BF8F6B
mgnify_new_026336,#BF8F6B
mgnify_new_046664,#BF8F6B
mgnify_new_051325,#BF8F6B
mgnify_new_014610,#BF8F6B
mgnify_new_020573,#BF8F6B
mgnify_new_029502,#BF8F6B
mgnify_new_047646,#BF8F6B
mgnify_new_008061,#BF8F6B
mgnify_new_025947,#BF8F6B
mgnify_new_042365,#BF8F6B
mgnify_new_040752,#BF8F6B
mgnify_new_038185,#BF8F6B
mgnify_new_001686,#BF8F6B
mgnify_new_022587,#BF8F6B
mgnify_new_020942,#BF8F6B
mgnify_new_023038,#BF8F6B
mgnify_new_029862,#BF8F6B
mgnify_new_036766,#BF8F6B
mgnify_new_046285,#BF8F6B
mgnify_new_130206,#BF8F6B
mgnify_new_000771,#BF8F6B
mgnify_new_034365,#BF8F6B
mgnify_new_002851,#BF8F6B
mgnify_new_045544,#BF8F6B
mgnify_new_039236,#BF8F6B
mgnify_new_050108,#BF8F6B
mgnify_new_189429,#BF8F6B
mgnify_new_037672,#BF8F6B
mgnify_new_019324,#BF8F6B
mgnify_new_009805,#BF8F6B
mgnify_new_010511,#BF8F6B
mgnify_new_001617,#BF8F6B
mgnify_new_010097,#BF8F6B
mgnify_new_049950,#BF8F6B
mgnify_new_020234,#BF8F6B
mgnify_new_031793,#BF8F6B
mgnify_new_035370,#BF8F6B
mgnify_new_046833,#BF8F6B
mgnify_new_045564,#BF8F6B
mgnify_new_040401,#BF8F6B
mgnify_new_043256,#BF8F6B
mgnify_new_025892,#BF8F6B
mgnify_new_008245,#BF8F6B
mgnify_new_001823,#BF8F6B
mgnify_new_074399,#BF8F6B
mgnify_new_026818,#BF8F6B
mgnify_new_004093,#BF8F6B
mgnify_new_003303,#BF8F6B
mgnify_new_041257,#BF8F6B
mgnify_new_029995,#BF8F6B
mgnify_new_040435,#BF8F6B
mgnify_new_031343,#BF8F6B
mgnify_new_025311,#BF8F6B
mgnify_new_022648,#BF8F6B
mgnify_new_047295,#BF8F6B
mgnify_new_013825,#BF8F6B
mgnify_new_152619,#BF8F6B
mgnify_new_042729,#BF8F6B
mgnify_new_039464,#BF8F6B
mgnify_new_013380,#BF8F6B
mgnify_new_145586,#BF8F6B
mgnify_new_031755,#BF8F6B
mgnify_new_004126,#BF8F6B
mgnify_new_038369,#BF8F6B
mgnify_new_011181,#BF8F6B
mgnify_new_001554,#BF8F6B
mgnify_new_037614,#BF8F6B
mgnify_new_076505,#BF8F6B
mgnify_new_039146,#BF8F6B
mgnify_new_037311,#BF8F6B
mgnify_new_004869,#BF8F6B
