,cluster,total_size,n_characterized,most_unique_product_count_mean,network_size
965,1397,1,0,0.0,1
966,1398,1,0,0.0,1
967,1400,1,0,0.0,1
968,1375,1,0,0.0,1
969,1374,1,0,0.0,1
970,1372,1,0,0.0,1
971,1371,1,0,0.0,1
972,1370,1,0,0.0,1
973,1369,1,0,0.0,1
974,1368,1,0,0.0,1
975,1363,1,0,0.0,1
976,72,1,0,0.0,1
977,1356,1,0,0.0,1
978,1354,1,0,0.0,1
979,1353,1,0,0.0,1
980,1351,1,0,0.0,1
981,1350,1,0,0.0,1
982,1349,1,0,0.0,1
983,1348,1,0,0.0,1
984,1347,1,0,0.0,1
985,1401,1,0,0.0,1
986,52,1,0,0.0,1
987,1405,1,0,0.0,1
988,32,1,0,0.0,1
989,232,1,1,1.0,1
990,227,1,1,7.0,1
991,216,1,1,1.0,1
992,318,1,0,0.0,1
993,151,1,0,0.0,1
994,278,1,0,0.0,1
995,146,1,0,0.0,1
996,8,1,0,0.0,1
997,30,1,0,0.0,1
998,1470,1,0,0.0,1
999,1469,1,0,0.0,1
1000,1468,1,0,0.0,1
1001,1463,1,0,0.0,1
1002,1462,1,0,0.0,1
1003,34,1,0,0.0,1
1004,1406,1,0,0.0,1
1005,1450,1,0,0.0,1
1006,1449,1,0,0.0,1
1007,1446,1,0,0.0,1
1008,1444,1,0,0.0,1
1009,48,1,0,0.0,1
1010,1439,1,0,0.0,1
1011,50,1,0,0.0,1
1012,1436,1,0,0.0,1
1013,1426,1,0,0.0,1
1014,1413,1,0,0.0,1
1015,1412,1,0,0.0,1
1016,1411,1,0,0.0,1
1017,1410,1,0,0.0,1
1018,1407,1,0,0.0,1
1019,1346,1,0,0.0,1
1020,1344,1,0,0.0,1
1021,76,1,0,0.0,1
1022,1233,1,0,0.0,1
1023,106,1,0,0.0,1
1024,1274,1,0,0.0,1
1025,1270,1,0,0.0,1
1026,1269,1,0,0.0,1
1027,1266,1,0,0.0,1
1028,1265,1,0,0.0,1
1029,1263,1,0,0.0,1
1030,1258,1,0,0.0,1
1031,1257,1,0,0.0,1
1032,1251,1,0,0.0,1
1033,1244,1,0,0.0,1
1034,1236,1,0,0.0,1
1035,1235,1,0,0.0,1
1036,1234,1,0,0.0,1
1037,1232,1,0,0.0,1
1038,104,1,0,0.0,1
1039,1230,1,0,0.0,1
1040,1229,1,0,0.0,1
1041,1227,1,0,0.0,1
1042,1226,1,0,0.0,1
1043,1225,1,0,0.0,1
1044,1224,1,0,0.0,1
1045,1223,1,0,0.0,1
1046,1221,1,0,0.0,1
1047,1220,1,0,0.0,1
1048,118,1,0,0.0,1
1049,120,1,0,0.0,1
1050,1216,1,0,0.0,1
1051,1214,1,0,0.0,1
1052,124,1,0,0.0,1
1053,1278,1,0,0.0,1
1054,1287,1,0,0.0,1
1055,1337,1,0,0.0,1
1056,1314,1,0,0.0,1
1057,1336,1,0,0.0,1
1058,79,1,0,0.0,1
1059,80,1,0,0.0,1
1060,1333,1,0,0.0,1
1061,1332,1,0,0.0,1
1062,1330,1,0,0.0,1
1063,1328,1,0,0.0,1
1064,1327,1,0,0.0,1
1065,1324,1,0,0.0,1
1066,1323,1,0,0.0,1
1067,1322,1,0,0.0,1
1068,85,1,0,0.0,1
1069,1319,1,0,0.0,1
1070,1316,1,0,0.0,1
1071,1312,1,0,0.0,1
1072,97,1,0,0.0,1
1073,1310,1,0,0.0,1
1074,1309,1,0,0.0,1
1075,1107,1,0,0.0,1
1076,1307,1,0,0.0,1
1077,1305,1,0,0.0,1
1078,1304,1,0,0.0,1
1079,90,1,0,0.0,1
1080,1300,1,0,0.0,1
1081,96,1,0,0.0,1
1082,1298,1,0,0.0,1
1083,1297,1,0,0.0,1
1084,1295,1,0,0.0,1
1085,1294,1,0,0.0,1
1086,1293,1,0,0.0,1
1087,87,1,0,0.0,1
1088,976,1,0,0.0,1
1089,1106,1,0,0.0,1
1090,631,1,0,0.0,1
1091,670,1,0,0.0,1
1092,671,1,0,0.0,1
1093,672,1,0,0.0,1
1094,354,1,0,0.0,1
1095,674,1,0,0.0,1
1096,675,1,0,0.0,1
1097,677,1,0,0.0,1
1098,682,1,0,0.0,1
1099,683,1,0,0.0,1
1100,684,1,0,0.0,1
1101,685,1,0,0.0,1
1102,688,1,0,0.0,1
1103,690,1,0,0.0,1
1104,351,1,0,0.0,1
1105,692,1,0,0.0,1
1106,694,1,0,0.0,1
1107,695,1,0,0.0,1
1108,696,1,0,0.0,1
1109,697,1,0,0.0,1
1110,699,1,0,0.0,1
1111,700,1,0,0.0,1
1112,355,1,0,0.0,1
1113,358,1,0,0.0,1
1114,665,1,0,0.0,1
1115,649,1,0,0.0,1
1116,634,1,0,0.0,1
1117,370,1,0,0.0,1
1118,636,1,0,0.0,1
1119,638,1,0,0.0,1
1120,639,1,0,0.0,1
1121,640,1,0,0.0,1
1122,641,1,0,0.0,1
1123,643,1,0,0.0,1
1124,644,1,0,0.0,1
1125,361,1,0,0.0,1
1126,664,1,0,0.0,1
1127,654,1,0,0.0,1
1128,655,1,0,0.0,1
1129,360,1,0,0.0,1
1130,658,1,0,0.0,1
1131,659,1,0,0.0,1
1132,660,1,0,0.0,1
1133,661,1,0,0.0,1
1134,662,1,0,0.0,1
1135,663,1,0,0.0,1
1136,701,1,0,0.0,1
1137,702,1,0,0.0,1
1138,703,1,0,0.0,1
1139,771,1,0,0.0,1
1140,325,1,0,0.0,1
1141,752,1,0,0.0,1
1142,323,1,0,0.0,1
1143,758,1,0,0.0,1
1144,759,1,0,0.0,1
1145,311,1,0,0.0,1
1146,766,1,0,0.0,1
1147,767,1,0,0.0,1
1148,770,1,0,0.0,1
1149,301,1,0,0.0,1
1150,327,1,0,0.0,1
1151,778,1,0,0.0,1
1152,780,1,0,0.0,1
1153,781,1,0,0.0,1
1154,297,1,0,0.0,1
1155,784,1,0,0.0,1
1156,294,1,0,0.0,1
1157,292,1,0,0.0,1
1158,793,1,0,0.0,1
1159,795,1,0,0.0,1
1160,326,1,0,0.0,1
1161,746,1,0,0.0,1
1162,705,1,0,0.0,1
1163,345,1,0,0.0,1
1164,706,1,0,0.0,1
1165,707,1,0,0.0,1
1166,708,1,0,0.0,1
1167,709,1,0,0.0,1
1168,715,1,0,0.0,1
1169,716,1,0,0.0,1
1170,718,1,0,0.0,1
1171,719,1,0,0.0,1
1172,721,1,0,0.0,1
1173,723,1,0,0.0,1
1174,335,1,0,0.0,1
1175,727,1,0,0.0,1
1176,730,1,0,0.0,1
1177,731,1,0,0.0,1
1178,732,1,0,0.0,1
1179,733,1,0,0.0,1
1180,734,1,0,0.0,1
1181,735,1,0,0.0,1
1182,737,1,0,0.0,1
1183,740,1,0,0.0,1
1184,372,1,0,0.0,1
1185,630,1,0,0.0,1
1186,1105,1,0,0.0,1
1187,628,1,0,0.0,1
1188,502,1,0,0.0,1
1189,434,1,0,0.0,1
1190,504,1,0,0.0,1
1191,431,1,0,0.0,1
1192,507,1,0,0.0,1
1193,508,1,0,0.0,1
1194,510,1,0,0.0,1
1195,511,1,0,0.0,1
1196,515,1,0,0.0,1
1197,516,1,0,0.0,1
1198,518,1,0,0.0,1
1199,520,1,0,0.0,1
1200,523,1,0,0.0,1
1201,526,1,0,0.0,1
1202,529,1,0,0.0,1
1203,533,1,0,0.0,1
1204,537,1,0,0.0,1
1205,417,1,0,0.0,1
1206,541,1,0,0.0,1
1207,542,1,0,0.0,1
1208,411,1,0,0.0,1
1209,499,1,0,0.0,1
1210,498,1,0,0.0,1
1211,496,1,0,0.0,1
1212,446,1,0,0.0,1
1213,460,1,0,0.0,1
1214,461,1,0,0.0,1
1215,462,1,0,0.0,1
1216,456,1,0,0.0,1
1217,454,1,0,0.0,1
1218,452,1,0,0.0,1
1219,469,1,0,0.0,1
1220,470,1,0,0.0,1
1221,474,1,0,0.0,1
1222,479,1,0,0.0,1
1223,493,1,0,0.0,1
1224,445,1,0,0.0,1
1225,444,1,0,0.0,1
1226,443,1,0,0.0,1
1227,441,1,0,0.0,1
1228,440,1,0,0.0,1
1229,439,1,0,0.0,1
1230,488,1,0,0.0,1
1231,438,1,0,0.0,1
1232,491,1,0,0.0,1
1233,544,1,0,0.0,1
1234,545,1,0,0.0,1
1235,546,1,0,0.0,1
1236,381,1,0,0.0,1
1237,392,1,0,0.0,1
1238,391,1,0,0.0,1
1239,598,1,0,0.0,1
1240,389,1,0,0.0,1
1241,387,1,0,0.0,1
1242,385,1,0,0.0,1
1243,383,1,0,0.0,1
1244,607,1,0,0.0,1
1245,609,1,0,0.0,1
1246,611,1,0,0.0,1
1247,393,1,0,0.0,1
1248,615,1,0,0.0,1
1249,616,1,0,0.0,1
1250,378,1,0,0.0,1
1251,376,1,0,0.0,1
1252,621,1,0,0.0,1
1253,623,1,0,0.0,1
1254,624,1,0,0.0,1
1255,626,1,0,0.0,1
1256,627,1,0,0.0,1
1257,592,1,0,0.0,1
1258,588,1,0,0.0,1
1259,547,1,0,0.0,1
1260,565,1,0,0.0,1
1261,548,1,0,0.0,1
1262,410,1,0,0.0,1
1263,550,1,0,0.0,1
1264,409,1,0,0.0,1
1265,554,1,0,0.0,1
1266,555,1,0,0.0,1
1267,556,1,0,0.0,1
1268,559,1,0,0.0,1
1269,561,1,0,0.0,1
1270,568,1,0,0.0,1
1271,587,1,0,0.0,1
1272,570,1,0,0.0,1
1273,574,1,0,0.0,1
1274,575,1,0,0.0,1
1275,576,1,0,0.0,1
1276,577,1,0,0.0,1
1277,578,1,0,0.0,1
1278,579,1,0,0.0,1
1279,582,1,0,0.0,1
1280,583,1,0,0.0,1
1281,284,1,0,0.0,1
1282,272,1,0,0.0,1
1283,805,1,0,0.0,1
1284,809,1,0,0.0,1
1285,1006,1,0,0.0,1
1286,172,1,0,0.0,1
1287,1010,1,0,0.0,1
1288,1012,1,0,0.0,1
1289,1013,1,0,0.0,1
1290,1014,1,0,0.0,1
1291,1016,1,0,0.0,1
1292,1017,1,0,0.0,1
1293,1019,1,0,0.0,1
1294,170,1,0,0.0,1
1295,1023,1,0,0.0,1
1296,168,1,0,0.0,1
1297,1025,1,0,0.0,1
1298,1026,1,0,0.0,1
1299,1028,1,0,0.0,1
1300,1029,1,0,0.0,1
1301,1031,1,0,0.0,1
1302,1033,1,0,0.0,1
1303,1035,1,0,0.0,1
1304,1036,1,0,0.0,1
1305,1037,1,0,0.0,1
1306,1004,1,0,0.0,1
1307,1003,1,0,0.0,1
1308,1002,1,0,0.0,1
1309,988,1,0,0.0,1
1310,459,1,0,0.0,1
1311,977,1,0,0.0,1
1312,175,1,0,0.0,1
1313,980,1,0,0.0,1
1314,981,1,0,0.0,1
1315,982,1,0,0.0,1
1316,983,1,0,0.0,1
1317,986,1,0,0.0,1
1318,987,1,0,0.0,1
1319,989,1,0,0.0,1
1320,1001,1,0,0.0,1
1321,173,1,0,0.0,1
1322,992,1,0,0.0,1
1323,993,1,0,0.0,1
1324,994,1,0,0.0,1
1325,995,1,0,0.0,1
1326,996,1,0,0.0,1
1327,997,1,0,0.0,1
1328,998,1,0,0.0,1
1329,999,1,0,0.0,1
1330,1039,1,0,0.0,1
1331,1041,1,0,0.0,1
1332,1043,1,0,0.0,1
1333,1091,1,0,0.0,1
1334,1080,1,0,0.0,1
1335,1081,1,0,0.0,1
1336,1082,1,0,0.0,1
1337,1083,1,0,0.0,1
1338,1085,1,0,0.0,1
1339,1087,1,0,0.0,1
1340,1088,1,0,0.0,1
1341,1089,1,0,0.0,1
1342,1090,1,0,0.0,1
1343,1093,1,0,0.0,1
1344,1077,1,0,0.0,1
1345,1095,1,0,0.0,1
1346,1096,1,0,0.0,1
1347,1098,1,0,0.0,1
1348,157,1,0,0.0,1
1349,1100,1,0,0.0,1
1350,1101,1,0,0.0,1
1351,1102,1,0,0.0,1
1352,1103,1,0,0.0,1
1353,1104,1,0,0.0,1
1354,1078,1,0,0.0,1
1355,1074,1,0,0.0,1
1356,1044,1,0,0.0,1
1357,1058,1,0,0.0,1
1358,1045,1,0,0.0,1
1359,1047,1,0,0.0,1
1360,1049,1,0,0.0,1
1361,1050,1,0,0.0,1
1362,1052,1,0,0.0,1
1363,1053,1,0,0.0,1
1364,1054,1,0,0.0,1
1365,162,1,0,0.0,1
1366,1056,1,0,0.0,1
1367,1060,1,0,0.0,1
1368,1072,1,0,0.0,1
1369,1061,1,0,0.0,1
1370,1062,1,0,0.0,1
1371,1063,1,0,0.0,1
1372,1064,1,0,0.0,1
1373,1065,1,0,0.0,1
1374,1067,1,0,0.0,1
1375,1068,1,0,0.0,1
1376,1069,1,0,0.0,1
1377,1070,1,0,0.0,1
1378,974,1,0,0.0,1
1379,973,1,0,0.0,1
1380,972,1,0,0.0,1
1381,880,1,0,0.0,1
1382,867,1,0,0.0,1
1383,868,1,0,0.0,1
1384,203,1,0,0.0,1
1385,870,1,0,0.0,1
1386,202,1,0,0.0,1
1387,873,1,0,0.0,1
1388,875,1,0,0.0,1
1389,878,1,0,0.0,1
1390,198,1,0,0.0,1
1391,195,1,0,0.0,1
1392,864,1,0,0.0,1
1393,882,1,0,0.0,1
1394,883,1,0,0.0,1
1395,194,1,0,0.0,1
1396,887,1,0,0.0,1
1397,888,1,0,0.0,1
1398,193,1,0,0.0,1
1399,890,1,0,0.0,1
1400,892,1,0,0.0,1
1401,893,1,0,0.0,1
1402,865,1,0,0.0,1
1403,861,1,0,0.0,1
1404,895,1,0,0.0,1
1405,236,1,0,0.0,1
1406,266,1,0,0.0,1
1407,256,1,0,0.0,1
1408,245,1,0,0.0,1
1409,241,1,0,0.0,1
1410,826,1,0,0.0,1
1411,827,1,0,0.0,1
1412,828,1,0,0.0,1
1413,830,1,0,0.0,1
1414,833,1,0,0.0,1
1415,235,1,0,0.0,1
1416,213,1,0,0.0,1
1417,837,1,0,0.0,1
1418,840,1,0,0.0,1
1419,847,1,0,0.0,1
1420,221,1,0,0.0,1
1421,220,1,0,0.0,1
1422,219,1,0,0.0,1
1423,215,1,0,0.0,1
1424,214,1,0,0.0,1
1425,858,1,0,0.0,1
1426,894,1,0,0.0,1
1427,896,1,0,0.0,1
1428,971,1,0,0.0,1
1429,181,1,0,0.0,1
1430,943,1,0,0.0,1
1431,945,1,0,0.0,1
1432,946,1,0,0.0,1
1433,947,1,0,0.0,1
1434,948,1,0,0.0,1
1435,949,1,0,0.0,1
1436,950,1,0,0.0,1
1437,952,1,0,0.0,1
1438,953,1,0,0.0,1
1439,957,1,0,0.0,1
1440,940,1,0,0.0,1
1441,958,1,0,0.0,1
1442,960,1,0,0.0,1
1443,961,1,0,0.0,1
1444,962,1,0,0.0,1
1445,963,1,0,0.0,1
1446,965,1,0,0.0,1
1447,968,1,0,0.0,1
1448,969,1,0,0.0,1
1449,970,1,0,0.0,1
1450,941,1,0,0.0,1
1451,938,1,0,0.0,1
1452,898,1,0,0.0,1
1453,913,1,0,0.0,1
1454,899,1,0,0.0,1
1455,190,1,0,0.0,1
1456,902,1,0,0.0,1
1457,903,1,0,0.0,1
1458,905,1,0,0.0,1
1459,906,1,0,0.0,1
1460,908,1,0,0.0,1
1461,909,1,0,0.0,1
1462,912,1,0,0.0,1
1463,915,1,0,0.0,1
1464,937,1,0,0.0,1
1465,917,1,0,0.0,1
1466,919,1,0,0.0,1
1467,188,1,0,0.0,1
1468,925,1,0,0.0,1
1469,928,1,0,0.0,1
1470,931,1,0,0.0,1
1471,932,1,0,0.0,1
1472,933,1,0,0.0,1
1473,936,1,0,0.0,1
1474,251,1,1,3.0,1
